what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1468286736109
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1468286736109
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1468286736109
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1468286736109
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1468286736109
started,bundle,org.eclipse.update.ui,3.2.201.R35x_v20090813,"org.eclipse.update.ui",1468286736109
started,bundle,org.eclipse.wst.common.emf,1.1.301.v200908181930,"org.eclipse.wst.common.emf",1468286736109
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.301.v200908101600,"org.eclipse.wst.common.emfworkbench.integration",1468286736109
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1468286736109
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1468286736109
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1468286736109
started,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1468286736119
started,bundle,org.tigris.subversion.clientadapter,1.6.4.1,"org.tigris.subversion.clientadapter",1468286736119
started,bundle,org.tigris.subversion.subclipse.core,1.6.5,"org.tigris.subversion.subclipse.core",1468286736119
started,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1468286736119
started,bundle,jp.gr.java_conf.ussiy.app.propedit,5.3.4,"jp.gr.java_conf.ussiy.app.propedit",1468286736119
started,bundle,com.aptana.ide.core,2.0.0.1256166109,"com.aptana.ide.core",1468286736119
started,bundle,com.aptana.ide.core.io,2.0.2.1257900571,"com.aptana.ide.core.io",1468286736119
started,bundle,com.aptana.ide.core.ui,2.0.2.1257900571,"com.aptana.ide.core.ui",1468286736119
started,bundle,com.aptana.ide.debug.core,2.0.0.1256168103,"com.aptana.ide.debug.core",1468286736119
started,bundle,com.aptana.ide.debug.ui,2.0.0.1254164293,"com.aptana.ide.debug.ui",1468286736119
started,bundle,com.aptana.ide.desktop.integration.protocolhandler,2.0.0.1253913567,"com.aptana.ide.desktop.integration.protocolhandler",1468286736119
started,bundle,com.aptana.ide.desktop.integration.server,2.0.0.1253913567,"com.aptana.ide.desktop.integration.server",1468286736119
started,bundle,com.aptana.ide.documentation,2.0.0.1256597898,"com.aptana.ide.documentation",1468286736129
started,bundle,com.aptana.ide.editors,2.0.0.1256761519,"com.aptana.ide.editors",1468286736129
started,bundle,com.aptana.ide.epl,2.0.0.1256160806,"com.aptana.ide.epl",1468286736129
started,bundle,com.aptana.ide.installer,2.0.0.1255027359,"com.aptana.ide.installer",1468286736129
started,bundle,com.aptana.ide.intro,2.0.0.1256597898,"com.aptana.ide.intro",1468286736129
started,bundle,com.aptana.ide.samples.ui,2.0.0.1257900571,"com.aptana.ide.samples.ui",1468286736129
started,bundle,com.aptana.ide.scripting,2.0.0.1253913567,"com.aptana.ide.scripting",1468286736129
started,bundle,com.aptana.ide.server,2.0.0.1253913567,"com.aptana.ide.server",1468286736129
started,bundle,com.aptana.ide.server.core,2.0.0.1253913567,"com.aptana.ide.server.core",1468286736129
started,bundle,com.aptana.ide.server.jetty,2.0.0.1256341583,"com.aptana.ide.server.jetty",1468286736129
started,bundle,com.aptana.ide.server.portal,2.0.0.1254275737,"com.aptana.ide.server.portal",1468286736139
started,bundle,com.aptana.ide.syncing.core,2.0.1.1257900571,"com.aptana.ide.syncing.core",1468286736139
started,bundle,com.aptana.ide.syncing.ui,2.0.2.1257900571,"com.aptana.ide.syncing.ui",1468286736139
started,bundle,com.aptana.ide.update,2.0.0.1256853725,"com.aptana.ide.update",1468286736139
started,bundle,com.aptana.ide.update.eclipse34,2.0.0.1257900571,"com.aptana.ide.update.eclipse34",1468286736139
started,bundle,com.aptana.ide.update.eclipse35,2.0.0.1257900571,"com.aptana.ide.update.eclipse35",1468286736139
started,bundle,com.aptana.ide.update.portal,2.0.0.1257900571,"com.aptana.ide.update.portal",1468286736139
started,bundle,com.aptana.ide.update.ui,2.0.0.1257900571,"com.aptana.ide.update.ui",1468286736139
started,bundle,org.eclipse.eclipsemonkey,2.0.0.1256160806,"org.eclipse.eclipsemonkey",1468286736139
started,bundle,org.eclipse.eclipsemonkey.doms,2.0.0.1253913567,"org.eclipse.eclipsemonkey.doms",1468286736139
started,bundle,org.eclipse.eclipsemonkey.lang.javascript,2.0.0.1253913567,"org.eclipse.eclipsemonkey.lang.javascript",1468286736139
started,bundle,com.google.appengine.eclipse.sdkbundle.1.3.0,1.3.0.v200912141120,"com.google.appengine.eclipse.sdkbundle.1.3.0",1468286736149
started,bundle,com.google.gwt.eclipse.sdkbundle.2.0.0,2.0.0.v200912062003,"com.google.gwt.eclipse.sdkbundle.2.0.0",1468286736149
started,bundle,com.aptana.ide.xul.browser,2.0.0.1256322375,"com.aptana.ide.xul.browser",1468286736149
started,bundle,com.instantiations.common.core,5.6.0.r35x201001131432,"com.instantiations.common.core",1468286736159
started,bundle,com.instantiations.designer.core,7.2.0.r35x201001181627,"com.instantiations.designer.core",1468286736159
started,bundle,com.instantiations.designer.core.lib,7.2.0.r35x201001181627,"com.instantiations.designer.core.lib",1468286736169
started,bundle,com.instantiations.designer.gwt,7.2.0.r35x201001190642,"com.instantiations.designer.gwt",1468286736169
started,bundle,com.instantiations.designer.gwt.ExtGWT,7.2.0.r35x201001190642,"com.instantiations.designer.gwt.ExtGWT",1468286736169
started,bundle,com.instantiations.designer.rcp,7.2.0.r35x201001181643,"com.instantiations.designer.rcp",1468286736169
started,bundle,com.instantiations.designer.swing,7.2.0.r35x201001181637,"com.instantiations.designer.swing",1468286736169
started,bundle,com.instantiations.designer.swt,7.2.0.r35x201001181636,"com.instantiations.designer.swt",1468286736169
started,bundle,com.instantiations.eclipse.debug,5.6.0.r35x201001131432,"com.instantiations.eclipse.debug",1468286736169
started,bundle,com.instantiations.eclipse.startup,5.6.0.r35x201001131432,"com.instantiations.eclipse.startup",1468286736169
started,bundle,com.instantiations.eclipse.ui,7.2.0.r35x201001181149,"com.instantiations.eclipse.ui",1468286736169
started,bundle,com.instantiations.eclipse.usageprofiler,5.6.0.r35x201001131432,"com.instantiations.eclipse.usageprofiler",1468286736169
started,bundle,com.instantiations.eclipse.usageprofiler.ui,5.6.0.r35x201001131432,"com.instantiations.eclipse.usageprofiler.ui",1468286736169
started,bundle,com.instantiations.eclipse.util,5.6.0.r35x201001131432,"com.instantiations.eclipse.util",1468286736169
started,bundle,com.instantiations.j2ee,7.2.0.r35x201001181204,"com.instantiations.j2ee",1468286736169
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1468286736179
started,bundle,org.eclipse.core.expressions,3.4.101.R35x_v20100209,"org.eclipse.core.expressions",1468286736179
started,bundle,org.eclipse.core.filesystem,1.2.1.R35x_v20091203-1235,"org.eclipse.core.filesystem",1468286736179
started,bundle,org.eclipse.core.resources,3.5.2.R35x_v20091203-1235,"org.eclipse.core.resources",1468286736179
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1468286736179
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1468286736179
started,bundle,org.eclipse.epp.usagedata.gathering,1.1.1.R201001291118,"org.eclipse.epp.usagedata.gathering",1468286736179
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1468286736179
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1468286736179
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1468286736179
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1468286736189
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1468286736189
started,bundle,org.eclipse.equinox.p2.metadata,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.metadata",1468286736189
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1468286736189
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1468286736189
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1468286736189
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1468286736189
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1468286736189
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1468286736189
started,bundle,org.eclipse.jem.util,2.0.201.v201001252130,"org.eclipse.jem.util",1468286736189
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1468286736199
started,bundle,org.eclipse.jst.jsf.common,1.1.9.v201001271707,"org.eclipse.jst.jsf.common",1468286736199
started,bundle,org.eclipse.jst.jsf.core,1.2.5.v201001271707,"org.eclipse.jst.jsf.core",1468286736199
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1468286736199
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1468286736199
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1468286736199
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1468286736199
started,bundle,org.eclipse.ui.navigator,3.4.2.M20100120-0800,"org.eclipse.ui.navigator",1468286736199
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1468286736199
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1468286736199
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200911141735,"org.eclipse.wst.common.project.facet.core",1468286736199
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1468286736199
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1468286736209
started,bundle,org.eclipse.wst.web,1.1.301.v200911302230,"org.eclipse.wst.web",1468286736209
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1468286736209
started,bundle,jd.ide.eclipse,0.1.3,"jd.ide.eclipse",1468286736209
started,bundle,com.google.appengine.eclipse.core,1.3.3.v201006111302,"com.google.appengine.eclipse.core",1468286736209
started,bundle,com.google.gdt.eclipse.core,1.3.3.v201006111302,"com.google.gdt.eclipse.core",1468286736209
started,bundle,com.google.gdt.eclipse.platform.shared,1.3.3.v201006111302,"com.google.gdt.eclipse.platform.shared",1468286736209
started,bundle,com.google.gdt.eclipse.suite,1.3.3.v201006111302,"com.google.gdt.eclipse.suite",1468286736209
started,bundle,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core",1468286736209
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1468286736209
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1468286736209
started,bundle,org.eclipse.mylyn.commons.net,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.commons.net",1468286736209
started,bundle,org.eclipse.mylyn.commons.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.commons.ui",1468286736209
started,bundle,org.eclipse.mylyn.context.core,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.core",1468286736209
started,bundle,org.eclipse.mylyn.context.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.context.ui",1468286736209
os,sysinfo,,,"win32",1468286736219
arch,sysinfo,,,"x86",1468286736219
ws,sysinfo,,,"win32",1468286736219
locale,sysinfo,,,"en_US",1468286736219
processors,sysinfo,,,"4",1468286736219
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1468286736219
java.runtime.version,sysinfo,,,"1.7.0_75-b13",1468286736219
java.specification.name,sysinfo,,,"Java Platform API Specification",1468286736219
java.specification.vendor,sysinfo,,,"Oracle Corporation",1468286736219
java.specification.version,sysinfo,,,"1.7",1468286736219
java.vendor,sysinfo,,,"Oracle Corporation",1468286736219
java.version,sysinfo,,,"1.7.0_75",1468286736219
java.vm.info,sysinfo,,,"mixed mode, sharing",1468286736219
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1468286736219
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1468286736219
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1468286736219
java.vm.specification.version,sysinfo,,,"1.7",1468286736219
java.vm.vendor,sysinfo,,,"Oracle Corporation",1468286736219
java.vm.version,sysinfo,,,"24.75-b04",1468286736219
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.tasks.ui",1468286736319
started,bundle,org.eclipse.mylyn.team.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.team.ui",1468286736319
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1468286736389
started,bundle,org.maven.ide.eclipse.mylyn,0.9.5.20080717-1820,"org.maven.ide.eclipse.mylyn",1468286736389
started,bundle,org.maven.ide.eclipse.mylyn3,0.9.8.200905041413,"org.maven.ide.eclipse.mylyn3",1468286736389
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.monitor.ui",1468286736399
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1468286736499
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1468286736499
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1468286736559
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1468286747900
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1468286751790
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1468286752160
started,bundle,com.aptana.ide.core.epl,2.0.0.1257900571,"com.aptana.ide.core.epl",1468286752340
error,log,,,"An internal error occurred during: ""Loading Remote Plugins..."".",1468286752630
stopped,bundle,com.instantiations.designer.gwt.ExtGWT,7.2.0.r35x201001190642,"com.instantiations.designer.gwt.ExtGWT",1468286752940
stopped,bundle,com.instantiations.designer.gwt.GWTExt,7.2.0.r35x201001190642,"com.instantiations.designer.gwt.GWTExt",1468286752940
stopped,bundle,com.instantiations.designer.gwt,7.2.0.r35x201001190642,"com.instantiations.designer.gwt",1468286752940
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1468286752940
stopped,bundle,org.eclipse.rse.importexport,1.2.1.v200909160005,"org.eclipse.rse.importexport",1468286752950
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.0.v200905272300,"org.eclipse.rse.subsystems.shells.telnet",1468286753050
stopped,bundle,org.eclipse.rse.useractions,1.1.100.v200905272300,"org.eclipse.rse.useractions",1468286753080
stopped,bundle,org.eclipse.rse.shells.ui,3.0.100.v200905272300,"org.eclipse.rse.shells.ui",1468286753090
stopped,bundle,org.eclipse.rse.files.ui,3.1.1.v200908061445,"org.eclipse.rse.files.ui",1468286753090
stopped,bundle,org.eclipse.rse.processes.ui,3.0.101.v200907301400,"org.eclipse.rse.processes.ui",1468286753150
stopped,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1468286753150
stopped,bundle,org.tigris.subversion.subclipse.graph,1.0.7,"org.tigris.subversion.subclipse.graph",1468286753160
stopped,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1468286753160
stopped,bundle,org.maven.ide.eclipse.subclipse,0.9.8.200905041413,"org.maven.ide.eclipse.subclipse",1468286753270
stopped,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1468286753270
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1468286753280
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v200906022302,"org.eclipse.datatools.sqltools.debugger.core.ui",1468286753290
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,"org.eclipse.jst.j2ee.xdoclet.runtime",1468286753560
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1468286753570
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1468286753600
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1468286753620
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1468286753650
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1468286753670
stopped,bundle,com.sun.enterprise.jst.server.sunappsrv,1.0.54,"com.sun.enterprise.jst.server.sunappsrv",1468286753670
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.405.v200905022002,"org.eclipse.jst.server.generic.ui",1468286753680
